COURSE NUMBER,COURSE TITLE,MINIMUM CREDITS,MAXIMUM CREDITS,GRADING METHOD,SECTION ID,INSTRUCTOR,TOTAL SEATS,OPEN SEATS,WAITLIST COUNT,LECTURE TIME,DISCUSSION TIME,LAB TIME,UNSPECIFIED TIME MESSAGE,HAS LECTURE,HAS DISCUSSION,HAS LAB,IS NORMAL,IS BLENDED (NORMAL AND ONLINE),IS ONLINE,SPECIAL RESTRICTION,PREREQUISITE,COREQUISITE,RESTRICTION,CREDIT ONLY GRANTED FOR,FORMERLY,RECOMMENDED,CROSS-LISTED WITH,DESCRIPTION
ECON111,Thinking Like an Economist,3,3,"Reg, P-F",0103,Peter Murrell,20,17,0,MW 2:00pm-2:50pm,F 11:00am-11:50am,,,1,1,0,1,0,0,,,,Must be sophomore standing or lower,,,,,"An introduction to the modes of thought of economics. Use of simple standard tools of economics to analyze important problems that arise frequently in public policy, the news media, and in daily life. An emphasis on how economists predict what choices societies make and how economists analyze whether those are good choices. Practical application of a variety of economic tools leading to a focus on the essential unity underlying these analytical tools, viewing economics as a discipline that applies a core methodology in different ways in different situations."
ECON200,Principles of Microeconomics,3,3,"Reg, P-F, Aud",0101,Hossein Abbasi,356,257,0,TuTh 9:30am-10:45am,,,,1,0,0,1,0,0,,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,"ECON200, AREC240, or AREC250",,,,Introduces economic models used to analyze economic behavior by individuals and firms and consequent market outcomes. Applies conceptual analysis to several policy issues and surveys a variety of specific topics within the broad scope of microeconomics.
ECON200,Principles of Microeconomics,3,3,"Reg, P-F, Aud",0201,Stefania Scandizzo,356,275,0,TuTh 11:00am-12:15pm,,,,1,0,0,1,0,0,,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,"ECON200, AREC240, or AREC250",,,,Introduces economic models used to analyze economic behavior by individuals and firms and consequent market outcomes. Applies conceptual analysis to several policy issues and surveys a variety of specific topics within the broad scope of microeconomics.
ECON200,Principles of Microeconomics,3,3,"Reg, P-F, Aud",0301,Erin Moody,356,222,0,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,"ECON200, AREC240, or AREC250",,,,Introduces economic models used to analyze economic behavior by individuals and firms and consequent market outcomes. Applies conceptual analysis to several policy issues and surveys a variety of specific topics within the broad scope of microeconomics.
ECON200,Principles of Microeconomics,3,3,"Reg, P-F, Aud",FC01,Hossein Abbasi,199,104,0,MW 7:30pm-8:45pm,,,,1,0,0,1,0,0,Restricted to students in Freshmen Connection.,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,"ECON200, AREC240, or AREC250",,,,Introduces economic models used to analyze economic behavior by individuals and firms and consequent market outcomes. Applies conceptual analysis to several policy issues and surveys a variety of specific topics within the broad scope of microeconomics.
ECON201,Principles of Macroeconomics,3,3,"Reg, P-F, Aud",0101,John Shea,237,0,27,TuTh 2:00pm-3:15pm,,,,1,0,0,1,0,0,,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,ECON201 or ECON205,,ECON200,,"An introduction to how market economies behave at the aggregate level. The determination of national income/output and the problems of unemployment inflation, will be examined, along with monetary and fiscal policy."
ECON201,Principles of Macroeconomics,3,3,"Reg, P-F, Aud",0201,Naveen Sarna,237,157,0,TuTh 3:30pm-4:45pm,,,,1,0,0,1,0,0,,MATH107 or MATH110; or must have math eligibility of MATH113 or higher,,,ECON201 or ECON205,,ECON200,,"An introduction to how market economies behave at the aggregate level. The determination of national income/output and the problems of unemployment inflation, will be examined, along with monetary and fiscal policy."
ECON230,Applied Economic Statistics,3,3,"Reg, P-F, Aud",0101,Pierre De Leo,34,21,0,TuTh 3:30pm-4:45pm,,,,1,0,0,1,0,0,,"Must have math eligibility of MATH113 or higher; or 1 course with a minimum grade of C- from (MATH107, MATH110); and minimum grade of C- in ECON200 and ECON201",,Must be in Economics Bachelor of Arts program,,,Students should already have basic familiarity with Microsoft Excel or similar spreadsheet software,,"Introductory course to develop understanding of statistical concepts used in applied economics. Students will acquire skills needed to calculate and interpret statistical concepts, including descriptive statistics, probability, discrete and continuous distributions, sampling, point and interval estimations, hypothesis testing, basic analysis of variance, and simple linear regression models. Students will apply these concepts to data using both handheld calculators and spreadsheets(Excel), and students will be introduced to an econometric software package such as SPSS or SAS or R."
ECON298I,Special Topics in Economics; Start-up Nation? Tech Entrepreneurship in Israel,3,3,"Reg, P-F, Aud",0101,Instructor: TBA,35,32,0,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,,,,"ISRL249J, ECON298I, or BMGT298L",,,ISRL249J and BMGT298L,"This interdisciplinary course will explore the unique ecosystem that has contributed to the creation and success of the Israeli tech sector. The course addresses cultural, historical, and social factors and examines key moments and individuals in the country's startup landscape.Through case studies, guest lectures, and interactive projects, students will gain practical insights into entrepreneurship. The course also addresses the ethical considerations and social impacts of entrepreneurship in Israel, providing a well-rounded understanding of the complexities of starting a business in this dynamic environment."
ECON300,Methods and Tools for Economic Analysis,3,3,"Reg, P-F, Aud",0101,Chenyu Yang,50,25,0,MW 2:00pm-3:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON200, ECON201); and minimum grade of C-  in MATH140",,Must be in Economics Bachelor of Science program; and must not have completed MATH241,,,,,"Economic application of mathematical tools and concepts necessary for intermediate and advanced coursework in economics. Topics include: multivariable calculus, constrained optimization, foundational coverage of probability theory, and exponential/logarithmic functions."
ECON305,Intermediate Macroeconomic Theory and Policy,4,4,"Reg, P-F, Aud",0101,Martina Copelman,31,8,0,TuTh 2:00pm-3:15pm,F 9:00am-9:50am,,,1,1,0,1,0,0,,"Minimum grade of C- in ECON200 and ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,ECON305 or ECON325,,,,"Analysis of the determination of national income, employment, and price levels. Discussion of consumption, investment, inflation, and government fiscal and monetary policy."
ECON305,Intermediate Macroeconomic Theory and Policy,4,4,"Reg, P-F, Aud",0102,Martina Copelman,31,1,0,TuTh 2:00pm-3:15pm,F 10:00am-10:50am,,,1,1,0,1,0,0,,"Minimum grade of C- in ECON200 and ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,ECON305 or ECON325,,,,"Analysis of the determination of national income, employment, and price levels. Discussion of consumption, investment, inflation, and government fiscal and monetary policy."
ECON305,Intermediate Macroeconomic Theory and Policy,4,4,"Reg, P-F, Aud",0201,Martina Copelman,31,13,0,TuTh 3:30pm-4:45pm,F 11:00am-11:50am,,,1,1,0,1,0,0,,"Minimum grade of C- in ECON200 and ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,ECON305 or ECON325,,,,"Analysis of the determination of national income, employment, and price levels. Discussion of consumption, investment, inflation, and government fiscal and monetary policy."
ECON305,Intermediate Macroeconomic Theory and Policy,4,4,"Reg, P-F, Aud",0202,Martina Copelman,31,0,1,TuTh 3:30pm-4:45pm,F 12:00pm-12:50pm,,,1,1,0,1,0,0,,"Minimum grade of C- in ECON200 and ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,ECON305 or ECON325,,,,"Analysis of the determination of national income, employment, and price levels. Discussion of consumption, investment, inflation, and government fiscal and monetary policy."
ECON305,Intermediate Macroeconomic Theory and Policy,4,4,"Reg, P-F, Aud",ESG1,Naveen Sarna,45,35,0,TuTh 2:00pm-3:15pm,,,,1,0,0,0,0,1,Restricted to Shady Grove students.,"Minimum grade of C- in ECON200 and ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,ECON305 or ECON325,,,,"Analysis of the determination of national income, employment, and price levels. Discussion of consumption, investment, inflation, and government fiscal and monetary policy."
ECON306,Intermediate Microeconomic Theory & Policy,4,4,"Reg, P-F, Aud",0101,Aaron Finkle,54,18,0,MW 2:00pm-3:15pm,F 9:00am-9:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,"ECON306, ECON326, AREC489M, or AREC326",,,,"Analysis of the theories of consumer behavior, producer behavior, different market structures, and various sources of inefficient outcomes. Analysis of microeconomic policies designed to improve market outcomes."
ECON306,Intermediate Microeconomic Theory & Policy,4,4,"Reg, P-F, Aud",0102,Aaron Finkle,54,0,1,MW 2:00pm-3:15pm,F 10:00am-10:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,"ECON306, ECON326, AREC489M, or AREC326",,,,"Analysis of the theories of consumer behavior, producer behavior, different market structures, and various sources of inefficient outcomes. Analysis of microeconomic policies designed to improve market outcomes."
ECON306,Intermediate Microeconomic Theory & Policy,4,4,"Reg, P-F, Aud",0201,Aaron Finkle,54,4,0,MW 3:30pm-4:45pm,F 11:00am-11:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,"ECON306, ECON326, AREC489M, or AREC326",,,,"Analysis of the theories of consumer behavior, producer behavior, different market structures, and various sources of inefficient outcomes. Analysis of microeconomic policies designed to improve market outcomes."
ECON306,Intermediate Microeconomic Theory & Policy,4,4,"Reg, P-F, Aud",0202,Aaron Finkle,54,7,0,MW 3:30pm-4:45pm,F 12:00pm-12:50pm,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,"ECON306, ECON326, AREC489M, or AREC326",,,,"Analysis of the theories of consumer behavior, producer behavior, different market structures, and various sources of inefficient outcomes. Analysis of microeconomic policies designed to improve market outcomes."
ECON306,Intermediate Microeconomic Theory & Policy,4,4,"Reg, P-F, Aud",ESG1,Peter Coughlin,45,18,0,MW 12:30pm-1:45pm,,,,1,0,0,0,0,1,Restricted to Shady Grove students.,"1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201; and 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140)",,,"ECON306, ECON326, AREC489M, or AREC326",,,,"Analysis of the theories of consumer behavior, producer behavior, different market structures, and various sources of inefficient outcomes. Analysis of microeconomic policies designed to improve market outcomes."
ECON311,American Economic History Before the Civil War,3,3,"Reg, P-F, Aud",0101,John Wallis,81,42,0,TuTh 11:00am-12:15pm,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,Must be in Economics Bachelor of Arts program,,,,,"Economic concepts are used to analyze various aspects of the founding and early history of the U.S., including the British settlement of the North American colonies, the economics of the American Revolutionary war, the writing of the Constitution, the development of financial markets, policies on public lands and the spread of western agriculture, slavery, banking, and early industrialization."
ECON317,Global Economic Policies,3,3,"Reg, P-F, Aud",0101,Naveen Sarna,36,21,0,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,Must be in Economics Bachelor of Arts program,,,,,"Analysis of policy options and debates on fostering economic growth and development in a global economy where national boundaries are no longer relevant. Topics covered will include real loanable funds markets in both local and international contexts during normal conditions and during financial crises, the design of trade and industrial policies, and the role of the World Bank, IMF, WTO, and other international agencies as well as regional and bilateral trade agreements. Emerging economies will be emphasized."
ECON321,Economic Statistics,3,3,"Reg, P-F, Aud",0101,Alka Gandhi,45,18,0,MWF 10:00am-10:50am,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201; and minimum grade of C- in ECON300 or (MATH241 and any statistics course),,Must be in Economics Bachelor of Science program,,,,,"Introduction to the use of statistics in economics. Topics include: Probability, random variables and their distributions, sampling theory, estimation, hypothesis testing, analysis of variance, regression analysis and correlation."
ECON325,Intermediate Macroeconomic Analysis,4,4,"Reg, P-F, Aud",0101,L Stevens,24,0,0,MW 11:00am-12:15pm,F 12:00pm-12:50pm,,,1,1,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201; and minimum grade of C- in ECON300 or (MATH241 and any statistics course),,Must be in Economics Bachelor of Science program,ECON305 or ECON325,,,,"Analysis of macroeconomic behavior and policy with emphasis on theoretical rigor. Topics include the determinants of economic growth, unemployment, inflation, and international economic flows."
ECON325,Intermediate Macroeconomic Analysis,4,4,"Reg, P-F, Aud",0102,L Stevens,24,13,0,MW 11:00am-12:15pm,F 1:00pm-1:50pm,,,1,1,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201; and minimum grade of C- in ECON300 or (MATH241 and any statistics course),,Must be in Economics Bachelor of Science program,ECON305 or ECON325,,,,"Analysis of macroeconomic behavior and policy with emphasis on theoretical rigor. Topics include the determinants of economic growth, unemployment, inflation, and international economic flows."
ECON326,Intermediate Microeconomic Analysis,4,4,"Reg, P-F, Aud",0101,Judith Hellerstein,25,8,0,MW 2:00pm-3:15pm,F 12:00pm-12:50pm,,,1,1,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201; and minimum grade of C- in ECON300 or (MATH241 and any statistics course),,Must be in Economics Bachelor of Science program,"ECON306, ECON326, or AREC326",,,,"Analysis of economic decision-making by individuals and firms, the resulting market outcomes, and applications to real-world problems. Emphasis on analytical logic and theoretical rigor. Topics covered include consumer preferences and utility maximization, perfect competition and market power, uncertainty and risk, externalities, and asymmetric information."
ECON326,Intermediate Microeconomic Analysis,4,4,"Reg, P-F, Aud",0102,Judith Hellerstein,25,16,0,MW 2:00pm-3:15pm,F 1:00pm-1:50pm,,,1,1,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201; and minimum grade of C- in ECON300 or (MATH241 and any statistics course),,Must be in Economics Bachelor of Science program,"ECON306, ECON326, or AREC326",,,,"Analysis of economic decision-making by individuals and firms, the resulting market outcomes, and applications to real-world problems. Emphasis on analytical logic and theoretical rigor. Topics covered include consumer preferences and utility maximization, perfect competition and market power, uncertainty and risk, externalities, and asymmetric information."
ECON327,Behavioral Economics,3,3,"Reg, P-F, Aud",0101,Erkut Ozbay,58,29,0,TuTh 11:00am-12:15pm,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,Must be in Economics Bachelor of Arts program,,,,,"Integrating the insights of psychology into economics. Analysis of the ways in which individuals make decisions that systematically depart from the so-called ""standard model"" of homo economicus, which assumes perfect rationality, perfect selfishness, and perfect willpower. Investigating the implications of the major findings of behavioral economics for policymakers."
ECON330,Money and Banking,3,3,"Reg, P-F, Aud",0101,Thomas Drechsel,247,0,56,TuTh 9:30am-10:45am,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,,,,,,"The structure of financial institutions and their role in the provision of money and near money.  Analysis of the Federal Reserve System, the techniques of central banks, and the control of supply of financial assets in stabilization policy.  Relationship of money and credit to economic activity and the price level."
ECON371,"Economic Analysis of Good, Evil, and Fairness",3,3,"Reg, P-F, Aud",0101,Allan Drazen,18,0,4,MW 2:00pm-3:15pm,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,Must be in Economics Bachelor of Arts program,,,,,"Examines how economic tools can be used to analyze and better understand issues of ""Good"", ""Evil"" and ""Fairness"". Considers questions such as: What is the relation between fairness and equal treatment? Between fairness and equality? What makes an economic or political system ""fair"" or ""unfair""? What makes a system ""good""?"
ECON375,Economics of Poverty and Discrimination,3,3,"Reg, P-F, Aud",0101,Sergio Urzua,36,5,0,MW 11:00am-12:15pm,,,,1,0,0,1,0,0,,Minimum grade of C- in ECON200 and ECON201,,,,,,,"Examination of various issues, including: the causes of persistent poverty over time for some groups within society; the relationship of poverty to technological change, to economic growth, and to education and training; economic results of discrimination; proposed remedies for poverty and discrimination."
ECON387,Career Preparation for Economics Majors,2,2,Reg,0101,Stefania Scandizzo,20,0,0,F 12:00pm-1:50pm,,,Class time/details on ELMS,1,0,0,1,1,1,,Minimum grade of C- in ECON200 and ECON201,,Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science) ; and must have earned a minimum of 30 credits,,,,,"Increase student knowledge of career paths, job search tools, and strategies for successfully obtaining a job with a BA or BS in economics. Students will engage in a range of different activities which build their understanding of job opportunities in economics and hone their abilities to find positions they want. Students will reflect on specific skills employers seek from economics graduates and incorporate that knowledge in their own individual job search and career plan."
ECON387,Career Preparation for Economics Majors,2,2,Reg,0201,Stefania Scandizzo,20,17,0,F 12:00pm-1:50pm,,,Class time/details on ELMS,1,0,0,1,1,1,,Minimum grade of C- in ECON200 and ECON201,,Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science) ; and must have earned a minimum of 30 credits,,,,,"Increase student knowledge of career paths, job search tools, and strategies for successfully obtaining a job with a BA or BS in economics. Students will engage in a range of different activities which build their understanding of job opportunities in economics and hone their abilities to find positions they want. Students will reflect on specific skills employers seek from economics graduates and incorporate that knowledge in their own individual job search and career plan."
ECON396,Independent Honors Study,3,3,Reg,0101,Sergio Urzua,15,15,0,MW 9:30am-10:45am,,,,1,0,0,1,0,0,,,,Permission of BSOS-Economics department,,,,,First semester of the departmental honors sequence. Students will develop and apply research skills required to carry out original research.  By the end of the semester students will have produced a complete draft of an honors thesis resembling a scholarly journal article.
ECON402,Macroeconomic Models and Forecasting,3,3,"Reg, P-F, Aud",0101,Boragan Aruoba,40,13,0,MW 2:00pm-3:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON305, ECON325); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,,,,,Analysis of the fluctuations in economic activity and the formulation and use of forecasting models of the economy. Illustrations of computer macro models and forecasting problems.
ECON410,Comparative Economic Institutions,3,3,"Reg, P-F, Aud",0101,Peter Murrell,15,0,10,MW 11:00am-12:15pm,,,,1,0,0,1,0,0,,"Minimum grade of C- in ECON325 and ECON326; and 1 course with a minimum grade of C- from (ECON321, STAT401)",,Must be in Economics Bachelor of Science program,,,,,"Institutions are the sets of rules that constrain the decisions and interactions of economic agents. The course uses economic analysis to understand both formal institutions (e.g. laws) and informal institutions (e.g. cultural norms). Practical examples are drawn from economics, law, and politics, and reflect the experience of many different countries."
ECON414,Game Theory,3,3,"Reg, P-F, Aud",0101,Daniel Vincent,48,0,10,TuTh 2:00pm-3:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400)",,Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science),"CMSC474, ECON414, GVPT399A or GVPT390",,,,"Studies the competitive and cooperative behavior that results when several parties find that their individual outcomes are jointly determined. Students will learn how to use game theory to analyze situations of potential conflict. Applications are drawn from economics, business, and political science."
ECON418C,Economic Development of Selected Areas; China,3,3,"Reg, P-F, Aud",0101,Jing Cai,30,0,0,TuTh 11:00am-12:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,: ECON418C or AREC447,,,,An introductory survey course of economic development in China with emphasis on understanding the process of economic reform in mainland China since 1978.
ECON422,Econometrics,3,3,"Reg, P-F, Aud",0101,Alka Gandhi,30,21,0,MWF 12:00pm-12:50pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON325, ECON326); and 1 course with a minimum grade of C- from (ECON321, STAT401)",,Must be in Economics Bachelor of Science program,"ECON422, ECON424, or AREC422",,,,"Emphasizes the interaction between economic problems and the assumptions employed in statistical theory. Formulation, estimation, and testing of economic models, including single variable and multiple variable regression techniques, theory of identification, and issues relating to inference."
ECON422,Econometrics,3,3,"Reg, P-F, Aud",0201,Alka Gandhi,30,2,0,MWF 1:00pm-1:50pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON325, ECON326); and 1 course with a minimum grade of C- from (ECON321, STAT401)",,Must be in Economics Bachelor of Science program,"ECON422, ECON424, or AREC422",,,,"Emphasizes the interaction between economic problems and the assumptions employed in statistical theory. Formulation, estimation, and testing of economic models, including single variable and multiple variable regression techniques, theory of identification, and issues relating to inference."
ECON424,Applied Econometrics,3,3,"Reg, P-F, Aud",0101,Hossein Abbasi,48,2,0,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON305, ECON306, ECON325, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,"ECON422, ECON424 or AREC422",,,,"Provide the knowledge and skills necessary to accomplish and utilize basic applied econometric analysis utilized by many business service providers, government agencies, and nonprofits engaged in policy analysis. Topics include simple and multiple regressions using cross section, time series, and panel data, issues of heteroskedasticity, serial correlation, and multicollinearity, models with binary dependent variable, and program evaluation. Course emphasizes application of knowledge using software packages but still covers essential theoretical background."
ECON432,Applied Machine Learning,4,4,"Reg, P-F, Aud",0101,Hossein Abbasi,20,1,0,TuTh 11:00am-12:15pm,F 11:00am-11:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON422, ECON424)",,Permission of BSOS-Economics department; Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science),,,,,"Offers a comprehensive examination of the concepts and techniques used in machine learning, with a specific emphasis on their applications in economics. Focuses on the practical aspects of machine learning, including the use of different methods, model selection, and performance evaluation. Students will explore both supervised and unsupervised learning techniques, such as linear and non-linear regression, k-nearest neighbors, tree-based approaches, support vector machines, neural networks, and dimensionality reduction methods. Additional advanced methods may be covered, depending on the time available. Hands-on implementation of these techniques will be conducted using the R programming language."
ECON432,Applied Machine Learning,4,4,"Reg, P-F, Aud",0102,Hossein Abbasi,20,7,0,TuTh 11:00am-12:15pm,F 12:00pm-12:50pm,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON422, ECON424)",,Permission of BSOS-Economics department; Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science),,,,,"Offers a comprehensive examination of the concepts and techniques used in machine learning, with a specific emphasis on their applications in economics. Focuses on the practical aspects of machine learning, including the use of different methods, model selection, and performance evaluation. Students will explore both supervised and unsupervised learning techniques, such as linear and non-linear regression, k-nearest neighbors, tree-based approaches, support vector machines, neural networks, and dimensionality reduction methods. Additional advanced methods may be covered, depending on the time available. Hands-on implementation of these techniques will be conducted using the R programming language."
ECON433,Economics of Big Data,4,4,"Reg, P-F, Aud",0101,Ginger Jin,24,0,7,MW 2:00pm-3:15pm,F 10:00am-10:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT401)",,Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science),,,,,"The importance of big data in the global economy is rising. Students will explore the definition and characteristics of big data, the impact of big data on individuals, use of big data by firms, entrepreneurs and non-profits, as well as how big data reshapes various public policies."
ECON433,Economics of Big Data,4,4,"Reg, P-F, Aud",0102,Ginger Jin,24,0,7,MW 2:00pm-3:15pm,F 11:00am-11:50am,,,1,1,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT401)",,Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science),,,,,"The importance of big data in the global economy is rising. Students will explore the definition and characteristics of big data, the impact of big data on individuals, use of big data by firms, entrepreneurs and non-profits, as well as how big data reshapes various public policies."
ECON442,Globalization and Capital Markets,3,3,"Reg, P-F, Aud",0101,Martina Copelman,40,4,0,TuTh 11:00am-12:15pm,,,,1,0,0,1,0,0,,"Minimum grade of C- in ECON326 and ECON325; and 1 course with a minimum grade of C- from (ECON321, STAT401)",,Must be in Economics Bachelor of Science program; and must not have completed ECON441,ECON441 or ECON442,,,,"Uses models of open-economy macroeconomics to explain the causes and consequences of international capital flows. Analysis is made of private consumption, investment, the government sector, current accounts, the labor market, and the money and foreign exchange markets in small open economies. This framework is then used to study examples of how speculative attacks on currencies, sudden reversals of capital inflows, and the effects of the lack of credibility of economic policy affect economic development."
ECON443,International Trade and Trade Policy in the New Global Economy,3,3,"Reg, P-F, Aud",0101,Stefania Scandizzo,38,1,0,TuTh 2:00pm-3:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON305, ECON325); and 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program; and must not have completed ECON441,ECON441 or ECON443,,,,"Examines the economics of international economic integration, including the theory of customs unions and free trade areas, the role of GATT and the WTO, changes in individual countries' foreign trade policies during the new era of globalization, the special role of multinational firms in world trade, and recent controversies about the benefits and costs of globalized trade."
ECON451,Public Choice,3,3,"Reg, P-F, Aud",0101,Peter Coughlin,38,12,0,MWF 11:00am-11:50am,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,,,,,"Analysis of collective decision making, economic models of government, program budgeting, and policy implementation; emphasis on models of public choice and institutions which affect decision making."
ECON453,Natural Resources and Public Policy,3,3,"Reg, P-F, Aud",0101,Erik Lichtenberg,36,26,0,TuTh 2:00pm-3:15pm,,,,1,0,0,1,0,0,,"AREC326, ECON306, or ECON326; and (BMGT230 or ECON230)",,Must be in one of the following programs (Agricultural and Resource Economics; Agricultural and Resource Economics: Agribusiness; Agricultural and Resource Economics: Environmental and Resource Economics; Economics Bachelor of Arts; Environmental Science &amp; Policy-Env Economics),AREC453 or ECON453,,,AREC453,"Rational use and reuse of natural resources. Theory, methodology, and policies concerned with the allocation of natural resources among alternative uses. Optimum state of conservation, market failure, safe minimum standard, and cost-benefit analysis."
ECON455,Economics of Education Policy,3,3,"Reg, P-F, Aud",0101,Nolan Pope,38,3,0,TuTh 12:30pm-1:45pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,ECON468E or ECON455,ECON468E,,,"Examines the role that government plays in providing and financing education. Analyzes why people invest in education. Considers the effects of education on long-term social and economic outcomes, the behavior of institutions that produce education, and how to design and implement public policies affecting the level and distribution of educational resources. Uses microeconomic models and empirical findings to analyze current issues in education policy."
ECON456,Law and Economics,3,3,"Reg, P-F, Aud",0101,Aaron Finkle,80,42,0,MW 11:00am-12:15pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321)",,Must be in Economics Bachelor of Arts program,,,,,"Relationship of the exchange process to the system of institutions and rules that society develops to carry out economic transactions. Topics covered include: Property rights; torts, negligence, and liability; contracts and exchanges; criminal control and enforcement; equity and efficiency issues ."
ECON481,Environmental Economics,3,3,"Reg, P-F, Aud",0101,Maureen Cropper,35,0,19,MW 3:30pm-4:45pm,,,,1,0,0,1,0,0,,"1 course with a minimum grade of C- from (AREC326, ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, ECON321, BMGT230)",,Must be in one of the following programs (Agricultural and Resource Economics; Agricultural and Resource Economics: Agribusiness; Environmental Science &amp; Policy-Env Economics; Agricultural and Resource Economics: Environmental and Resource Economics; Economics Bachelor of Arts program),ECON481 or AREC481,,,AREC481,An exploration of the use of economic incentives for protection of the environment and the determination of appropriate (or efficient) level of environmental quality. Also covers the choice of policy instruments for the attainment of environmental standards.
